area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,tonnes,landed_value
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Reported,600.0000000000,455400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Unreported,6570.0000000000,4986630
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Marine groundfishes not identified","Groundfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,987.0000000000,586278
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Marine groundfishes not identified","Groundfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Unreported,3141.0000000000,1865754
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Unreported,1213.0000000000,5436666
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,4900.0000000000,9006200
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,200.0000000000,544999.999999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Canada",Industrial,Landings,Reported,200.0000000000,53000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Scombridae","Mackerels, tunas, bonitos","Large pelagics (>=90 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,990.0000000000,1228590
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Unreported,92.0000000000,70748
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Unreported,454.0000000000,436748
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Ostreidae","True oysters","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Unreported,2297.0000000000,20468567
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Haliotis","Abalones","Other demersal invertebrates","Molluscs","Canada",Artisanal,Landings,Reported,0.2500000000,1996.75
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus mykiss","Rainbow trout","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,145.0000000000,401215
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Oncorhynchus mykiss","Rainbow trout","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,22.0000000000,60874
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,625.0000000000,844375
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,18300.0000000000,24723300
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,18322.0000000000,24753022
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,7.0000000000,9457
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1950,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,2720.0000000000,3674720
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,659.0000000000,894922
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,36000.0000000000,48888000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,35999.0000000000,48886642
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,458.0000000000,621964
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1950,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,2869.0000000000,3896102
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,309.0000000000,536114.999999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,13300.0000000000,23075500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,13330.0000000000,23127550
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,510.0000000000,884850
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1950,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,1347.0000000000,2337045
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,134.0000000000,522332
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,6000.0000000000,23388000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,6117.0000000000,23844066
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,160.0000000000,623680
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1950,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,1568.0000000000,6112064.00000001
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,365.0000000000,1110330
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,9900.0000000000,30115800
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,9430.0000000000,28686060
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,129.0000000000,392418
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1950,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,1591.0000000000,4839822
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,100.0000000000,56500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,31.0000000000,17515
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,126.0000000000,196182
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Reported,100.0000000000,155700
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Gadus macrocephalus","Pacific cod","Large demersals (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,2600.0000000000,1653600
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Theragra chalcogramma","Alaska pollock","Medium benthopelagics (30 - 89 cm)","Cod-likes","Canada",Industrial,Landings,Unreported,1.0000000000,1683
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Ophiodon elongatus","Lingcod","Large demersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Unreported,2924.0000000000,3611140
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Ophiodon elongatus","Lingcod","Large demersals (>=90 cm)","Scorpionfishes","Canada",Artisanal,Landings,Reported,2100.0000000000,2593500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,400.0000000000,546000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Unreported,648.0000000000,884520
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,8600.0000000000,22059000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Canada",Industrial,Landings,Unreported,8544.0000000000,21915360
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Atheresthes stomias","Arrowtooth flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,300.0000000000,539400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Canada",Industrial,Landings,Reported,180300.0000000000,38944800
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Canada",Industrial,Landings,Unreported,161158.0000000000,34810128
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1950,"Saxidomus gigantea","Butter clam","Other demersal invertebrates","Molluscs","Canada",Artisanal,Landings,Reported,1800.0000000000,2055600
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Metacarcinus magister","Dungeness crab","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,800.0000000000,1524800
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1950,"Crassostrea gigas","Pacific cupped oyster","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Reported,300.0000000000,1271700
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Reported,700.0000000000,581000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Unreported,9914.0000000000,8228619.99999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Marine groundfishes not identified","Groundfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,987.0000000000,740250
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Marine groundfishes not identified","Groundfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Unreported,4138.0000000000,3103500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Unreported,6691.0000000000,30102808.9999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,4800.0000000000,9888000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Unreported,211.0000000000,434660
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,200.0000000000,559399.999999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Unreported,225.0000000000,629324.999999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Canada",Industrial,Landings,Reported,500.0000000000,129500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Canada",Industrial,Landings,Unreported,53.0000000000,13727
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Scombridae","Mackerels, tunas, bonitos","Large pelagics (>=90 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,85.0000000000,174675
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Unreported,378.0000000000,390474
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Brachyura","Marine crabs","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Unreported,816.0000000000,1174224
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Ostreidae","True oysters","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Unreported,3343.0000000000,28585993
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Haliotis","Abalones","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Unreported,6.0000000000,45360
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Haliotis","Abalones","Other demersal invertebrates","Molluscs","Canada",Artisanal,Landings,Reported,0.2500000000,1890
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus mykiss","Rainbow trout","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,184.0000000000,665344
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Oncorhynchus mykiss","Rainbow trout","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,17.0000000000,61472
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,625.0000000000,1307500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,27200.0000000000,56902400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,27445.0000000000,57414940
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,19.0000000000,39748
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1951,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,2720.0000000000,5690240
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,659.0000000000,1030017
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,28800.0000000000,45014400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,29795.0000000000,46569585
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,332.0000000000,518916
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1951,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,2869.0000000000,4484247
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,309.0000000000,731402.999999998
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,13500.0000000000,31954500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,13579.0000000000,32141492.9999999
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,388.0000000000,918396
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1951,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,1347.0000000000,3188349
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,134.0000000000,551008
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,5200.0000000000,21382400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,6549.0000000000,26929488
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,129.0000000000,530448
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1951,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,1986.0000000000,8166432.00000001
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,365.0000000000,1012510
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,14600.0000000000,40500400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,17370.0000000000,48184380
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,99.0000000000,274626
"Canada (Pacific)",eez,Reconstructed domestic catch,3,1951,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,1591.0000000000,4413434
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,100.0000000000,183200
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,76.0000000000,139232
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,188.0000000000,491620
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Reported,200.0000000000,523000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Gadus macrocephalus","Pacific cod","Large demersals (>=90 cm)","Cod-likes","Canada",Industrial,Landings,Reported,2400.0000000000,2193600
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Ophiodon elongatus","Lingcod","Large demersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Unreported,2917.0000000000,4387168
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Ophiodon elongatus","Lingcod","Large demersals (>=90 cm)","Scorpionfishes","Canada",Artisanal,Landings,Reported,2200.0000000000,3308800
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,900.0000000000,1340100
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Anoplopoma fimbria","Sablefish","Large bathydemersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Unreported,854.0000000000,1271606
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,9200.0000000000,20065200
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Hippoglossus stenolepis","Pacific halibut","Large flatfishes (>=90 cm)","Flatfishes","Canada",Industrial,Landings,Unreported,9105.0000000000,19858005
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Atheresthes stomias","Arrowtooth flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,200.0000000000,467400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Canada",Industrial,Landings,Reported,165700.0000000000,35459800
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Clupea pallasii pallasii","Pacific herring","Medium pelagics (30 - 89 cm)","Herring-likes","Canada",Industrial,Landings,Unreported,164609.0000000000,35226326
"Canada (Pacific)",eez,Reconstructed domestic catch,1,1951,"Saxidomus gigantea","Butter clam","Other demersal invertebrates","Molluscs","Canada",Artisanal,Landings,Reported,2000.0000000000,2526000
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Metacarcinus magister","Dungeness crab","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,800.0000000000,1697600
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1951,"Crassostrea gigas","Pacific cupped oyster","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Reported,100.0000000000,362600
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Reported,1300.0000000000,1076400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Unreported,10413.0000000000,8621963.99999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Marine groundfishes not identified","Groundfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,987.0000000000,753080.999999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Marine groundfishes not identified","Groundfishes","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Landings,Unreported,4139.0000000000,3158057
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","Canada",Industrial,Landings,Unreported,2976.0000000000,2842079.99999999
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Reported,6700.0000000000,4991500
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Landings,Unreported,199.0000000000,148255
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,400.0000000000,1256400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Decapoda","Crabs, lobsters, shrimps","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Unreported,371.0000000000,1165311
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Canada",Industrial,Landings,Reported,400.0000000000,74400
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","Canada",Industrial,Landings,Unreported,53.0000000000,9858
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Scombridae","Mackerels, tunas, bonitos","Large pelagics (>=90 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,71.0000000000,102524
"Canada (Pacific)",eez,Reconstructed domestic catch,4,1952,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Unreported,412.0000000000,308588
